# Sources of data:
#
# * Frequency and Stroke Counts of Chinese Characters
#   http://technology.chtsai.org/charfreq/
#
# - Mandarin Syllable Frequency Counts for Chinese Characters
#   http://technology.chtsai.org/syllable/
#
# Both are put under GPL by Chih-Hao Tsai.
#
# char	rank	pinyin
#
寞	1477	mo4
岸	1478	an4
芬	1479	fen1
鎮	1480	zhen4
池	1481	chi2
拒	1482	ju4
葛	1483	ge3
州	1484	zhou1
鋒	1485	feng1
寬	1486	kuan1
拳	1487	quan2
于	1488	yu2
函	1489	han2
驅	1490	qu1
后	1491	hou4
裁	1492	cai2
蟹	1493	xie4
阻	1494	zu3
邪	1495	xie2
革	1496	ge2
頗	1497	po3
臥	1498	wo4
昌	1499	chang1
孟	1500	meng4
航	1501	hang2
遙	1502	yao2
翔	1503	xiang2
蠍	1504	xie1
恭	1505	gong1
奧	1506	ao4
齋	1507	zhai1
睛	1508	jing1
槍	1509	qiang1
塔	1510	ta3
閉	1511	bi4
頓	1512	dun4
糊	1513	hu2
仰	1514	yang3
旗	1515	qi2
勵	1516	li4
厚	1517	hou4
魂	1518	hun2
准	1519	zhun3
丸	1520	wan2
宙	1521	zhou4
逸	1522	yi4
裕	1523	yu4
舒	1524	shu1
訪	1525	fang3
兼	1526	jian1
薩	1527	sa4
飲	1528	yin3
閣	1529	ge2
赤	1530	chi4
庸	1531	yong1
啪	1532	pa1
搶	1533	qiang3
勿	1534	wu4
砂	1535	sha1
緒	1536	xu4
丌	1537	ji1
穹	1538	qiong1
儘	1539	jin3
掃	1540	sao3
慈	1541	ci2
欄	1542	lan2
嘗	1543	chang2
勸	1544	quan4
鮮	1545	xian1
奮	1546	fen4
賜	1547	si4
菩	1548	pu2
喊	1549	han3
闡	1550	chan3
幽	1551	you1
擴	1552	kuo4
污	1553	wu1
彰	1554	zhang1
毫	1555	hao2
祥	1556	xiang2
盜	1557	dao4
証	1558	zheng4
罰	1559	fa2
番	1560	fan1
尖	1561	jian1
灰	1562	hui1
狐	1563	hu2
衡	1564	heng2
擎	1565	qing2
汪	1566	wang1
監	1567	jian1
籌	1568	chou2
遲	1569	chi2
誇	1570	kua1
邱	1571	qiu1
稅	1572	shui4
浩	1573	hao4
拆	1574	chai1
紛	1575	fen1
吾	1576	wu2
托	1577	tuo1
姑	1578	gu1
咱	1579	za2
漏	1580	lou4
誕	1581	dan4
鬱	1582	yu4
淑	1583	shu2
砲	1584	pao4
牆	1585	qiang2
柏	1586	bo2
窩	1587	wo1
傾	1588	qing1
辭	1589	ci2
秒	1590	miao3
羽	1591	yu3
渡	1592	du4
沖	1593	chong1
廖	1594	liao4
輛	1595	liang4
齡	1596	ling2
培	1597	pei2
邀	1598	yao1
甘	1599	gan1
袋	1600	dai4
杜	1601	du4
酸	1602	suan1
胸	1603	xiong1
邏	1604	luo2
豈	1605	kai3
涼	1606	liang2
肥	1607	fei2
谷	1608	gu3
獸	1609	shou4
娃	1610	wa2
孔	1611	kong3
陷	1612	xian4
估	1613	gu1
妻	1614	qi1
徑	1615	jing4
玫	1616	mei2
潛	1617	qian2
晶	1618	jing1
胞	1619	bao1
煞	1620	sha4
脆	1621	cui4
抹	1622	mo3
猶	1623	you2
築	1624	zhu2
呂	1625	lv3
碎	1626	sui4
噴	1627	pen1
截	1628	jie2
旦	1629	dan4
婦	1630	fu4
垃	1631	le4
荒	1632	huang1
幣	1633	bi4
圾	1634	ji2
串	1635	chuan4
壯	1636	zhuang4
傲	1637	ao4
伸	1638	shen1
泥	1639	ni2
弦	1640	xian2
繁	1641	fan2
魯	1642	lu3
忌	1643	ji4
億	1644	yi4
叭	1645	ba1
坦	1646	tan3
恥	1647	chi3
蜜	1648	mi4
欺	1649	qi1
捨	1650	she3
怡	1651	yi2
玲	1652	ling2
臭	1653	chou4
唐	1654	tang2
湯	1655	tang1
窮	1656	qiong2
悉	1657	xi1
勁	1658	jin4
拔	1659	ba2
甜	1660	tian2
蒙	1661	meng2
逛	1662	guang4
朵	1663	duo1
摘	1664	zhai1
膽	1665	dan3
糟	1666	zao1
腿	1667	tui3
喇	1668	la3
醜	1669	chou3
躍	1670	yue4
繳	1671	jiao3
泉	1672	quan2
澤	1673	ze2
碧	1674	bi4
鞋	1675	xie2
韓	1676	han2
晨	1677	chen2
彥	1678	yan4
莉	1679	li4
駕	1680	jia4
猛	1681	meng3
緩	1682	huan3
炸	1683	zha4
坡	1684	po1
怒	1685	nu4
召	1686	zhao1
捕	1687	bu3
幼	1688	you4
艾	1689	ai4
恆	1690	heng2
割	1691	ge1
扯	1692	che3
盾	1693	dun4
么	1694	yao1
昏	1695	hun1
吐	1696	tu3
辨	1697	bian4
軒	1698	xuan1
巫	1699	wu1
丹	1700	dan1
鑑	1701	jian4
彎	1702	wan1
賦	1703	fu4
坪	1704	ping2
侵	1705	qin1
胎	1706	tai1
悠	1707	you1
薪	1708	xin1
刪	1709	shan1
彬	1710	bin1
悟	1711	wu4
珠	1712	zhu1
勤	1713	qin2
瑰	1714	gui1
植	1715	zhi2
痴	1716	chi1
礙	1717	ai4
敝	1718	bi4
盃	1719	bei1
盼	1720	pan4
亨	1721	heng1
逝	1722	shi4
剪	1723	jian3
磨	1724	mo2
逼	1725	bi1
濃	1726	nong2
洛	1727	luo4
乏	1728	fa2
擋	1729	dang3
姆	1730	mu3
症	1731	zheng4
嫌	1732	xian2
躲	1733	duo3
壁	1734	bi4
釣	1735	diao4
暖	1736	nuan3
憾	1737	han4
遜	1738	xun4
愉	1739	yu2
曰	1740	yue1
采	1741	cai3
捷	1742	jie2
嘆	1743	tan4
玄	1744	xuan2
滴	1745	di1
扣	1746	kou4
抵	1747	di3
奔	1748	ben1
翁	1749	weng1
蹟	1750	ji1
菲	1751	fei1
爬	1752	pa2
棚	1753	peng2
夕	1754	xi4
惱	1755	nao3
戒	1756	jie4
牲	1757	sheng1
泳	1758	yong3
恰	1759	qia4
滄	1760	cang1
桑	1761	sang1
蔣	1762	jiang3
潔	1763	jie2
焦	1764	jiao1
勉	1765	mian3
奪	1766	duo2
萊	1767	lai2
咖	1768	ka1
貪	1769	tan1
踢	1770	ti1
抄	1771	chao1
跡	1772	ji1
鍾	1773	zhong1
涯	1774	ya2
箭	1775	jian4
誓	1776	shi4
穌	1777	wei4
涉	1778	she4
稿	1779	gao3
署	1780	shu3
療	1781	liao2
礎	1782	chu3
僑	1783	qiao2
涵	1784	han2
霧	1785	wu4
粉	1786	fen3
俱	1787	ju1
徹	1788	che4
謀	1789	mou2
屠	1790	tu2
犧	1791	xi1
唷	1792	yo1
繞	1793	rao4
壽	1794	shou4
爺	1795	ye2
騷	1796	sao1
氏	1797	zhi1
翼	1798	yi4
云	1799	yun2
肚	1800	du4
吝	1801	lin4
梁	1802	liang2
咪	1803	mi1
繪	1804	hui4
廉	1805	lian2
飽	1806	bao3
鳴	1807	ming2
貌	1808	mao4
霹	1809	pi1
炮	1810	pao4
捐	1811	juan1
啡	1812	fei1
炎	1813	yan2
嗨	1814	hai1
貢	1815	gong4
曼	1816	man4
壢	1817	li4
鼻	1818	bi2
奉	1819	feng4
鈴	1820	ling2
耗	1821	hao4
融	1822	rong2
恢	1823	hui1
筋	1824	jin1
撿	1825	jian3
儒	1826	ru2
飾	1827	shi4
禍	1828	huo4
侯	1829	hou2
唬	1830	hu3
挖	1831	wa1
幅	1832	fu2
瞧	1833	qiao2
廷	1834	ting2
撐	1835	cheng1
咦	1836	yi2
柳	1837	liu3
薄	1838	bo2
黎	1839	li2
捲	1840	juan3
嵐	1841	lan2
吊	1842	diao4
靂	1843	li4
擠	1844	ji3
覽	1845	lan3
迪	1846	di2
凌	1847	ling2
茫	1848	mang2
燃	1849	ran2
瑪	1850	ma3
弘	1851	hong2
矛	1852	mao2
敦	1853	dun1
瑜	1854	yu2
錦	1855	jin3
楓	1856	feng1
賓	1857	bin1
梯	1858	ti1
琪	1859	qi2
獄	1860	yu4
側	1861	ce4
咬	1862	yao3
墨	1863	mo4
悶	1864	men1
晴	1865	qing2
怖	1866	bu4
喬	1867	qiao2
齒	1868	chi3
嶺	1869	ling3
韻	1870	yun4
仲	1871	zhong4
旭	1872	xu4
綜	1873	zong4
兔	1874	tu4
蹤	1875	zong1
姿	1876	zi1
邁	1877	mai4
傢	1878	jia1
譽	1879	yu4
褲	1880	ku4
孝	1881	xiao4
促	1882	cu4
駛	1883	shi3
仇	1884	chou2
粗	1885	cu1
妮	1886	ni2
牧	1887	mu4
舟	1888	zhou1
糕	1889	gao1
殼	1890	ke2
蝶	1891	die2
兇	1892	xiong1
鍋	1893	guo1
懼	1894	ju4
銳	1895	rui4
吟	1896	yin2
虧	1897	kui1
耍	1898	shua3
枝	1899	zhi1
闊	1900	kuo4
疼	1901	teng2
拾	1902	shi2
毅	1903	yi4
刷	1904	shua1
塗	1905	tu2
夾	1906	jia2
裂	1907	lie4
陀	1908	tuo2
哉	1909	zai1
鄰	1910	lin2
悅	1911	yue4
契	1912	qi4
轟	1913	hong1
爵	1914	jue2
屏	1915	bing3
駐	1916	zhu4
賭	1917	du3
蜂	1918	feng1
扇	1919	shan4
羞	1920	xiu1
疏	1921	shu1
瓦	1922	wa3
欽	1923	qin1
斗	1924	dou3
坤	1925	kun1
堪	1926	kan1
洩	1927	xie4
逆	1928	ni4
抬	1929	tai2
餅	1930	bing3
彌	1931	mi2
哎	1932	ai1
貫	1933	guan4
綱	1934	gang1
惹	1935	re3
翹	1936	qiao4
墮	1937	duo4
狠	1938	hen3
頑	1939	wan2
莎	1940	sha1
擦	1941	ca1
贈	1942	zeng4
凝	1943	ning2
滋	1944	zi1
靖	1945	jing4
喂	1946	wei4
允	1947	yun3
彭	1948	peng2
挺	1949	ting3
拋	1950	pao1
愚	1951	yu2
征	1952	zheng1
辱	1953	ru4
朗	1954	lang3
余	1955	yu2
慰	1956	wei4
禪	1957	chan2
蛙	1958	wa1
秦	1959	qin2
災	1960	zai1
偵	1961	zhen1
讚	1962	zan4
椅	1963	yi3
夥	1964	huo3
碗	1965	wan3
丙	1966	bing3
卒	1967	zu2
荷	1968	he2
披	1969	pi1
趨	1970	qu1
劫	1971	jie2
迅	1972	xun4
笛	1973	di2
烤	1974	kao3
肩	1975	jian1
矣	1976	yi3
遷	1977	qian1
汝	1978	ru3
鹿	1979	lu4
缸	1980	gang1
爐	1981	lu2
慾	1982	yu4
魅	1983	mei4
丈	1984	zhang4
巡	1985	xun2
措	1986	cuo4
秤	1987	cheng4
沿	1988	yan2
痕	1989	hen2
濫	1990	lan4
漲	1991	zhang3
賤	1992	jian4
腰	1993	yao1
妥	1994	tuo3
液	1995	yi4
鵝	1996	e2
軌	1997	gui3
叔	1998	shu2
陵	1999	ling2
貞	2000	zhen1
扭	2001	niu3
漠	2002	mo4
祕	2003	mi4
蝦	2004	xia1
捉	2005	zhuo1
謠	2006	yao2
氛	2007	fen1
膠	2008	jiao1
遞	2009	di4
霖	2010	lin2
雯	2011	wen2
髒	2012	zang1
倆	2013	lia3
旺	2014	wang4
杉	2015	sha1
燕	2016	yan4
寸	2017	cun4
茂	2018	mao4
循	2019	xun2
屍	2020	shi1
鑽	2021	zuan1
晃	2022	huang4
悄	2023	qiao3
翅	2024	chi4
芒	2025	mang2
斜	2026	xie2
廁	2027	ce4
呦	2028	you1
溜	2029	liu1
鶴	2030	he4
喪	2031	sang4
盒	2032	he2
摔	2033	shuai1
愧	2034	kui4
灑	2035	sa3
津	2036	jin1
盈	2037	ying2
脈	2038	mo4
苗	2039	miao2
堡	2040	bao3
刑	2041	xing2
叉	2042	cha1
撒	2043	sa1
虫	2044	chong2
纏	2045	chan2
遵	2046	zun1
臣	2047	chen2
櫻	2048	ying1
扮	2049	ban4
渾	2050	hun2
噁	2051	e3
趁	2052	chen4
呈	2053	cheng2
牢	2054	lao2
泊	2055	bo2
欠	2056	qian4
慎	2057	shen4
琳	2058	lin2
腐	2059	fu3
倦	2060	juan4
蛇	2061	she2
搜	2062	sou1
患	2063	huan4
陶	2064	tao2
伏	2065	fu2
柯	2066	ke1
疲	2067	pi2
劣	2068	lie4
儲	2069	chu2
桿	2070	gan3
祂	2071	ta1
塑	2072	su4
蓉	2073	rong2
繫	2074	ji4
疾	2075	ji2
泣	2076	qi4
粒	2077	li4
渴	2078	ke3
璃	2079	li2
茲	2080	zi1
鄧	2081	deng4
歪	2082	wai1
棟	2083	dong4
騰	2084	teng2
玻	2085	bo1
娟	2086	juan1
叡	2087	rui4
返	2088	fan3
併	2089	bing4
弊	2090	bi4
埋	2091	mai2
晉	2092	jin4
稀	2093	xi1
鴨	2094	ya1
牡	2095	mu3
汗	2096	han4
暢	2097	chang4
添	2098	tian1
妖	2099	yao1
劑	2100	ji4
泛	2101	fan4
柴	2102	chai2
飆	2103	biao1
杰	2104	jie2
攜	2105	xi1
壇	2106	tan2
阮	2107	ruan3
匆	2108	cong1
喚	2109	huan4
昆	2110	kun1
拷	2111	kao3
儂	2112	nong2
斥	2113	chi4
垂	2114	chui2
萍	2115	ping2
勾	2116	gou1
催	2117	cui1
糖	2118	tang2
澎	2119	peng1
踩	2120	cai3
櫃	2121	gui4
蟻	2122	yi3
販	2123	fan4
抑	2124	yi4
虹	2125	hong2
潘	2126	pan1
坑	2127	keng1
曹	2128	cao2
暮	2129	mu4
腹	2130	fu4
煮	2131	zhu3
襲	2132	xi2
仿	2133	fang3
臂	2134	bei4
吻	2135	wen3
浴	2136	yu4
框	2137	kuang1
敲	2138	qiao1
佑	2139	you4
体	2140	ben4
彷	2141	fang3
謹	2142	jin3
岳	2143	yue4
敘	2144	xu4
賊	2145	zei2
罐	2146	guan4
寡	2147	gua3
燦	2148	can4
侶	2149	lv3
攤	2150	tan1
芭	2151	ba1
翠	2152	cui4
羨	2153	xian4
謎	2154	mi2
綿	2155	mian2
占	2156	zhan1
掩	2157	yan3
喻	2158	yu4
秩	2159	zhi4
賠	2160	pei2
煌	2161	huang2
籤	2162	qian1
珊	2163	shan1
馨	2164	xin1
脅	2165	xie2
札	2166	zha2
旨	2167	zhi3
拘	2168	ju1
紐	2169	niu3
蠢	2170	chun3
喲	2171	yao1
詠	2172	yong3
匙	2173	chi2
羯	2174	jie2
攔	2175	lan2
驟	2176	zou4
膚	2177	fu1
嫁	2178	jia4
廟	2179	miao4
孕	2180	yun4
俄	2181	e4
肝	2182	gan1
腸	2183	chang2
罩	2184	zhao4
叛	2185	pan4
匪	2186	fei3
倉	2187	cang1
祭	2188	ji4
卸	2189	xie4
袍	2190	pao2
謊	2191	huang3
埔	2192	bu3
几	2193	ji1
貿	2194	mao4
魏	2195	wei4
禦	2196	yu4
踴	2197	yong3
蘋	2198	ping2
卜	2199	bu3
澄	2200	cheng2
麟	2201	lin2
宵	2202	xiao1
陌	2203	mo4
陋	2204	lou4
屈	2205	qu1
衷	2206	zhong1
崗	2207	gang1
盪	2208	dang4
曆	2209	li4
惟	2210	wei2
舌	2211	she2
匯	2212	hui4
誘	2213	you4
桂	2214	gui4
菁	2215	jing1
娜	2216	nuo2
睹	2217	du3
殿	2218	dian4
傅	2219	fu4
謙	2220	qian1
咒	2221	zhou4
雀	2222	que4
粽	2223	zong4
卓	2224	zhuo2
鑰	2225	yao4
斌	2226	bin1
袖	2227	xiu4
鈕	2228	niu3
媚	2229	mei4
叮	2230	ding1
翰	2231	han4
堯	2232	yao2
盧	2233	lu2
捧	2234	peng3
壹	2235	yi1
憤	2236	fen4
猴	2237	hou2
粹	2238	cui4
跨	2239	kua4
螞	2240	ma3
埃	2241	ai1
枉	2242	wang3
撕	2243	si1
卿	2244	qing1
紋	2245	wen2
瑋	2246	wei3
划	2247	hua2
囂	2248	xiao1
雕	2249	diao1
乳	2250	ru3
膀	2251	bang3
仗	2252	zhang4
赫	2253	he4
筒	2254	tong3
辜	2255	gu1
桶	2256	tong3
衰	2257	shuai1
彿	2258	fu2
獵	2259	lie4
譬	2260	pi4
勳	2261	xun1
衫	2262	shan1
懇	2263	ken3
瓊	2264	qiong2
凍	2265	dong4
穎	2266	ying3
戚	2267	qi1
軸	2268	zhou2
殖	2269	zhi2
撤	2270	che4
寮	2271	liao2
吋	2272	cun4
潭	2273	tan2
姻	2274	yin1
躺	2275	tang3
樑	2276	liang2
昂	2277	ang2
潑	2278	po1
腔	2279	qiang1
龐	2280	pang2
澳	2281	ao4
瞬	2282	shun4
寺	2283	si4
銅	2284	tong2
閩	2285	min3
肢	2286	zhi1
糾	2287	jiu1
叢	2288	cong2
拓	2289	tuo4
卑	2290	bei1
宰	2291	zai3
鍊	2292	lian4
湊	2293	cou4
梭	2294	suo1
董	2295	dong3
宅	2296	zhai2
刮	2297	gua1
胃	2298	wei4
芝	2299	zhi1
淋	2300	lin2
斃	2301	bi4
驕	2302	jiao1
奸	2303	jian1
殷	2304	yan1
墓	2305	mu4
償	2306	chang2
冥	2307	ming2
炒	2308	chao3
蕩	2309	dang4
潤	2310	run4
妄	2311	wang4
砸	2312	za2
餓	2313	e4
扎	2314	zha1
佇	2315	zhu4
尿	2316	niao4
眷	2317	juan4
濕	2318	shi1
盲	2319	mang2
踐	2320	jian4
偽	2321	wei4
淫	2322	yin2
鼎	2323	ding3
貧	2324	pin2
謬	2325	miu4
矩	2326	ju3
蟑	2327	zhang1
駁	2328	bo2
淵	2329	yuan1
兆	2330	zhao4
棍	2331	gun4
馳	2332	chi2
熙	2333	xi1
扶	2334	fu2
聘	2335	pin4
斬	2336	zhan3
穴	2337	xue4
槽	2338	cao2
詭	2339	gui3
昧	2340	mei4
澡	2341	zao3
螂	2342	lang2
辣	2343	la4
匹	2344	pi1
蚊	2345	wen2
僧	2346	seng1
柱	2347	zhu4
挫	2348	cuo4
袁	2349	yuan2
籠	2350	long2
抖	2351	dou3
訝	2352	ya4
勃	2353	bo2
顛	2354	dian1
淘	2355	tao2
撲	2356	pu1
丘	2357	qiu1
瘟	2358	wen1
吞	2359	tun1
亭	2360	ting2
癢	2361	yang3
肆	2362	si4
詗	2363	xiong4
漆	2364	qi1
尹	2365	yin3
猩	2366	xing1
帖	2367	tie1
佐	2368	zuo3
昱	2369	yu4
咳	2370	ke2
祈	2371	qi2
詹	2372	zhan1
毋	2373	wu2
矮	2374	ai3
苑	2375	yuan4
賄	2376	hui4
緻	2377	zhi4
婉	2378	wan3
斤	2379	jin1
饒	2380	rao2
闖	2381	chuang3
戈	2382	ge1
歧	2383	qi2
諷	2384	feng4
熬	2385	ao2
診	2386	zhen3
霜	2387	shuang1
諧	2388	xie2
掙	2389	zheng1
鈞	2390	jun1
覓	2391	mi4
瀟	2392	xiao1
屑	2393	xie4
痞	2394	pi3
黏	2395	nian2
鋪	2396	pu1
遣	2397	qian3
蹈	2398	dao4
懸	2399	xuan2
詮	2400	quan2
岡	2401	gang1
蝴	2402	hu2
汁	2403	zhi1
攏	2404	long3
帆	2405	fan2
壺	2406	hu2
瑟	2407	se4
雁	2408	yan4
辰	2409	chen2
婷	2410	ting2
穗	2411	sui4
慨	2412	kai4
淒	2413	qi1
哼	2414	heng1
佬	2415	lao3
膜	2416	mo2
肅	2417	su4
濾	2418	lv4
涂	2419	tu2
范	2420	fan4
恕	2421	shu4
醬	2422	jiang4
纖	2423	xian1
輻	2424	fu2
懿	2425	yi4
稚	2426	zhi4
郁	2427	yu4
募	2428	mu4
豫	2429	yu4
艇	2430	ting3
枯	2431	ku1
掰	2432	bai1
寵	2433	chong3
遨	2434	ao2
漁	2435	yu2
并	2436	bing4
淹	2437	yan1
岩	2438	yan2
墊	2439	dian4
鞭	2440	bian1
縫	2441	feng2
駿	2442	jun4
歹	2443	dai3
斑	2444	ban1
甄	2445	zhen1
竿	2446	gan1
駝	2447	tuo2
昔	2448	xi2
崎	2449	qi2
冤	2450	yuan1
棵	2451	ke1
疊	2452	die2
僕	2453	pu2
箏	2454	zheng1
剎	2455	cha4
墜	2456	zhui4
遮	2457	zhe1
螺	2458	luo2
煎	2459	jian1
薰	2460	xun1
癮	2461	yin3
蠟	2462	la4
瞎	2463	xia1
禱	2464	dao3
皓	2465	hao4
蒂	2466	di4
坎	2467	kan3
魁	2468	kui2
焉	2469	yan1
唇	2470	chun2
犬	2471	quan3
錶	2472	biao3
籲	2473	yu4
弓	2474	gong1
娛	2475	yu2
甩	2476	shuai3
颱	2477	tai2
屎	2478	shi3
沾	2479	zhan1
撫	2480	fu3
傘	2481	san3
嬌	2482	jiao1
錫	2483	xi2
唔	2484	wu2
郝	2485	hao3
禿	2486	tu1
淪	2487	lun2
剝	2488	bo1
揭	2489	jie1
溶	2490	rong2
肇	2491	zhao4
匿	2492	ni4
趟	2493	tang4
盆	2494	pen2
湧	2495	yong3
坊	2496	fang1
碳	2497	tan4
赴	2498	fu4
絃	2499	xian2
磚	2500	zhuan1
狹	2501	xia2
栗	2502	li4
廿	2503	nian4
菊	2504	ju2
嘎	2505	ga1
瘦	2506	shou4
奴	2507	nu2
氧	2508	yang3
頹	2509	tui2
驢	2510	lv2
璋	2511	zhang1
畏	2512	wei4
珮	2513	pei4
債	2514	zhai4
摧	2515	cui1
鹽	2516	yan2
噹	2517	dang1
噓	2518	xu1
挽	2519	wan3
霞	2520	xia2
墾	2521	ken3
伐	2522	fa1
畔	2523	pan4
韋	2524	wei2
姬	2525	ji1
逍	2526	xiao1
瑩	2527	ying2
脾	2528	pi2
嘟	2529	du1
帕	2530	pa4
噪	2531	zao4
穫	2532	huo4
縛	2533	fu2
暈	2534	yun1
裙	2535	qun2
頸	2536	jing3
竊	2537	qie4
濁	2538	zhuo2
峽	2539	xia2
倘	2540	tang3
蘊	2541	yun4
餵	2542	wei4
囊	2543	nang2
霉	2544	mei2
薇	2545	wei2
訣	2546	jue2
衍	2547	yan3
臟	2548	zang4
廂	2549	xiang1
剃	2550	ti4
枕	2551	zhen3
慌	2552	huang1
豔	2553	yan4
湘	2554	xiang1
熄	2555	xi2
琦	2556	qi2
蓄	2557	xu4
削	2558	xue4
鵬	2559	peng2
渺	2560	miao3
券	2561	quan4
臘	2562	la4
伺	2563	ci4
蕾	2564	lei3
矢	2565	shi3
挨	2566	ai1
漿	2567	jiang1
娶	2568	qu3
廚	2569	chu2
睜	2570	zheng1
虐	2571	nue4
薛	2572	xue1
蓬	2573	peng2
垮	2574	kua3
鑼	2575	luo2
暨	2576	ji4
遂	2577	sui4
喧	2578	xuan1
釘	2579	ding1
堵	2580	du3
醇	2581	chun2
嬰	2582	ying1
耕	2583	geng1
濱	2584	bin1
葬	2585	zang4
履	2586	lv3
艱	2587	jian1
緯	2588	wei3
姦	2589	jian1
摯	2590	zhi4
鴉	2591	ya1
蒸	2592	zheng1
葡	2593	pu2
嚐	2594	chang2
甫	2595	fu3
璿	2596	xuan2
霍	2597	huo4
尉	2598	wei4
妓	2599	ji4
棉	2600	mian2
秉	2601	bing3
爹	2602	die1
撈	2603	lao1
綁	2604	bang3
翩	2605	pian1
嘸	2606	fu3
呻	2607	shen1
貳	2608	er4
拂	2609	fu2
燭	2610	zhu2
懲	2611	cheng2
宴	2612	yan4
撇	2613	pie1
爍	2614	shuo4
汰	2615	tai4
歇	2616	xie1
癌	2617	yan2
咕	2618	gu1
崩	2619	beng1
膩	2620	ni4
樸	2621	pu2
撰	2622	zhuan4
魄	2623	po4
頌	2624	song4
棺	2625	guan1
蕃	2626	fan1
舜	2627	shun4
寇	2628	kou4
萄	2629	tao2
遼	2630	liao2
妝	2631	zhuang1
襄	2632	xiang1
薯	2633	shu3
曝	2634	pu4
諮	2635	zi1
蘿	2636	luo2
頒	2637	ban1
菌	2638	jun4
嚮	2639	xiang4
氓	2640	mang2
枚	2641	mei2
酬	2642	chou2
馮	2643	feng2
嘲	2644	chao2
橘	2645	ju2
侮	2646	wu3
灘	2647	tan1
屢	2648	lv3
歎	2649	tan4
巢	2650	chao2
髓	2651	sui3
碑	2652	bei1
梨	2653	li2
礦	2654	kuang4
疋	2655	pi3
脹	2656	zhang4
賈	2657	jia3
譴	2658	qian3
悸	2659	ji4
煉	2660	lian4
胏	2661	zi3
豹	2662	bao4
擅	2663	shan4
迦	2664	jia1
蠶	2665	can2
肌	2666	ji1
攀	2667	pan1
卵	2668	luan3
闢	2669	pi4
炳	2670	bing3
嘍	2671	lou2
盞	2672	zhan3
鄙	2673	bi3
浦	2674	pu3
尬	2675	ga4
株	2676	zhu1
弗	2677	fu2
爪	2678	zhao3
抒	2679	shu1
侍	2680	shi4
阪	2681	ban3
祇	2682	zhi3
逗	2683	dou4
喉	2684	hou2
栽	2685	zai1
疫	2686	yi4
黯	2687	an4
飼	2688	si4
鋁	2689	lv3
鉛	2690	qian1
劈	2691	pi1
艘	2692	sao1
仕	2693	shi4
嶼	2694	yu3
釵	2695	chai1
郊	2696	jiao1
鵰	2697	diao1
裸	2698	luo3
嘯	2699	xiao4
璞	2700	pu2
頃	2701	qing3
寓	2702	yu4
凶	2703	xiong1
狸	2704	li2
柄	2705	bing3
挪	2706	nuo2
沛	2707	pei4
鰱	2708	lian2
咚	2709	dong1
芷	2710	zhi3
彙	2711	hui4
豎	2712	shu4
僚	2713	liao2
姜	2714	jiang1
窄	2715	zhai3
杖	2716	zhang4
倩	2717	qian4
兜	2718	dou1
燙	2719	tang4
廊	2720	lang2
惶	2721	huang2
吶	2722	na4
祺	2723	qi2
耿	2724	geng3
鏘	2725	qiang1
綽	2726	chuo4
迄	2727	qi4
柵	2728	zha4
夷	2729	yi2
拙	2730	zhuo2
煥	2731	huan4
妒	2732	du4
鷗	2733	ou1
蠅	2734	ying2
溯	2735	su4
沌	2736	dun4
聆	2737	ling2
潰	2738	kui4
攪	2739	jiao3
竭	2740	jie2
吼	2741	hou3
磊	2742	lei3
瞄	2743	miao2
唾	2744	tuo4
棲	2745	qi1
倡	2746	chang1
掏	2747	tao1
俺	2748	an3
酌	2749	zhuo2
浸	2750	jin4
繭	2751	jian3
芙	2752	fu2
楣	2753	mei2
押	2754	ya1
鴿	2755	ge1
苛	2756	ke1
卦	2757	gua4
凸	2758	tu2
匠	2759	jiang4
蛛	2760	zhu1
悼	2761	dao4
繩	2762	sheng2
掠	2763	lue4
暱	2764	ni4
瞞	2765	man2
芋	2766	yu4
蔥	2767	cong1
墳	2768	fen2
拯	2769	zheng3
啤	2770	pi2
剋	2771	ke4
逕	2772	jing4
茵	2773	yin1
佮	2774	ge2
滔	2775	tao1
崔	2776	cui1
贖	2777	shu2
宛	2778	yuan1
蟬	2779	chan2
蕉	2780	jiao1
貶	2781	bian3
裹	2782	guo3
燄	2783	yan4
朦	2784	meng2
芽	2785	ya2
御	2786	yu4
顫	2787	zhan4
狄	2788	di2
燥	2789	zao4
倪	2790	ni2
啞	2791	ya3
頡	2792	jie2
樺	2793	hua4
荳	2794	dou4
惰	2795	duo4
糧	2796	liang2
貸	2797	dai4
祐	2798	you4
炫	2799	xuan4
旬	2800	xun2
噢	2801	yu3
齣	2802	chu1
鱉	2803	bie1
簿	2804	bu4
綸	2805	guan1
喘	2806	chuan3
腥	2807	xing1
敷	2808	fu1
袂	2809	mei4
悍	2810	han4
尷	2811	gan1
僵	2812	jiang1
締	2813	di4
檳	2814	bin1
紮	2815	za1
襟	2816	jin1
斧	2817	fu3
轄	2818	xia2
鈍	2819	dun4
腫	2820	zhong3
肖	2821	xiao4
檬	2822	meng2
蹲	2823	dun1
嗜	2824	shi4
逾	2825	yu2
瀑	2826	pu4
罕	2827	han3
癒	2828	yu4
碌	2829	lu4
迋	2830	wang4
稻	2831	dao4
譚	2832	tan2
撼	2833	han4
禎	2834	zhen1
裏	2835	li3
凋	2836	diao1
掘	2837	jue2
哨	2838	shao4
釁	2839	xin4
澀	2840	se4
汙	2841	wu1
庚	2842	geng1
慚	2843	can2
隧	2844	sui4
膨	2845	peng2
詐	2846	zha4
釀	2847	niang4
脂	2848	zhi1
